map,mode,matchID,duration,result,isPresentAtEnd,kills,ekiadRatio,rankAtEnd,shotsLanded,highestMultikill,ekia,score,headshots,assists,scorePerMinute,deaths,damageDealt,shotsMissed,multikills,highestStreak,hits,timePlayed,suicides,timePlayedAlive,objectives,shotsFired
mp_tank,sd_cdl,1.11E+19,616000,win,1,7,1.6,148,30,0,8,615,2,1,55.4887218,5,1097,142,0,2,31,665,0,321,7,172
mp_tundra,koth_cdl,1.33E+19,572000,loss,1,13,0.62962963,148,85,2,17,1495,3,4,143.52,27,2403,343,1,2,85,625,1,455,16,428
mp_raid_rm,koth_cdl,5.35E+18,532000,,1,0,0,139,,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,
mp_kgb,control_cdl,2.59E+18,376000,win,1,8,2.75,147,40,2,11,1340,1,3,185.2534562,4,1352,138,1,4,40,434,0,289,15,178
mp_tank,control_cdl,8.61E+18,604000,win,1,12,1.333333333,147,52,2,12,2250,2,0,205.4794521,9,1711,195,1,3,52,657,0,496,15,247
mp_raid_rm,koth_cdl,5.48E+18,479000,loss,,5,0.583333333,146,29,0,7,420,0,2,57.40318907,12,968,170,0,1,29,439,0,359,6,199
mp_moscow,sd_cdl,1.05E+19,848000,loss,1,2,0.25,146,17,0,2,200,1,0,13.51351351,8,719,60,0,1,19,888,0,370,2,77
mp_kgb,koth_cdl,4.14E+18,370000,win,1,6,0.636363636,146,23,0,7,1170,0,1,166.3507109,11,805,85,0,3,23,422,0,326,9,108
mp_raid_rm,control_cdl,4.47E+18,648000,win,1,11,0.923076923,145,55,0,12,1450,3,1,125.1798561,13,2045,182,0,3,55,695,0,519,8,237
mp_raid_rm,sd_cdl,1.72E+18,892000,loss,1,8,1.125,145,38,0,9,550,4,1,35.10638298,8,1511,110,0,3,39,940,0,439,4,148
mp_tundra,koth_cdl,1.16E+18,533000,loss,1,8,0.48,152,39,2,12,990,1,4,98.50746269,25,1245,285,1,2,40,603,0,418,13,324
mp_raid_rm,control_cdl,1.07E+19,617000,loss,1,0,0.178571429,152,20,0,5,875,0,5,77.77777778,28,522,151,0,0,21,675,0,415,5,171
mp_raid_rm,sd_cdl,1.04E+19,699000,loss,1,7,1,151,40,0,7,375,1,0,29.88047809,7,1292,180,0,2,40,753,0,335,2,220
mp_kgb,control_cdl,6.02E+18,995000,loss,1,8,0.363636364,151,54,0,12,1155,0,5,67.21629486,33,1768,271,0,1,54,1031,0,667,10,325
mp_tank,control_cdl,6.98E+18,591000,loss,1,6,0.5625,150,41,0,9,1590,3,3,150.4731861,16,1579,180,0,2,41,634,0,450,9,221
mp_moscow,koth_cdl,1.99E+18,639000,win,1,12,0.782608696,150,80,2,18,1520,4,6,133.1386861,23,2400,381,1,2,80,685,0,542,25,461
mp_raid_rm,sd_cdl,1.30E+19,758000,loss,1,5,1.166666667,149,28,0,7,500,0,2,37.45318352,6,1060,139,0,2,28,801,0,420,4,167
mp_raid_rm,koth_cdl,1.25E+19,730000,loss,1,19,0.966666667,154,99,2,29,2365,2,10,179.6202532,30,3573,340,3,2,99,790,0,602,41,439
mp_tank,koth_cdl,1.26E+19,690000,win,1,25,2.266666667,154,113,2,34,2630,2,9,212.0967742,15,4115,301,4,4,113,744,0,618,33,414
mp_kgb,control_cdl,1.07E+19,757000,loss,1,12,0.842105263,153,65,0,16,2300,2,4,171.8555417,19,2267,278,0,3,65,803,0,576,17,343
mp_kgb,sd_cdl,1.55E+18,580000,win,1,1,0.166666667,156,8,0,1,50,0,0,4.769475358,6,349,50,0,1,9,629,0,155,1,58
mp_tank,control_cdl,1.09E+19,585000,win,1,14,1.888888889,156,64,2,17,3700,3,3,338.9312977,9,2037,193,2,3,64,655,0,448,16,257
mp_tank,sd_cdl,6.85E+18,961000,,1,0,0,136,,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,
mp_raid_rm,control_cdl,1.40E+19,1228000,loss,1,12,0.384615385,156,70,2,15,2150,3,3,101.1764706,39,2552,344,1,2,70,1275,0,903,12,414
mp_kgb,control_cdl,1.65E+19,400000,loss,1,2,0.1875,155,15,0,3,150,0,1,20.54794521,16,522,94,0,1,15,438,0,265,3,109
mp_raid_rm,control_cdl,5.37E+18,574000,win,1,1,0.055555556,155,18,0,1,1275,0,0,124.1883117,18,530,122,0,1,18,616,1,421,3,140
mp_tank,koth_cdl,5.44E+18,692000,win,1,9,0.615384615,155,54,0,16,1340,1,7,107.6305221,26,1897,222,0,2,54,747,0,572,20,276
mp_tundra,koth_cdl,1.78E+19,421000,loss,1,7,0.347826087,154,34,2,8,650,1,2,81.58995816,23,1181,196,1,2,34,478,0,324,7,230
mp_tank,sd_cdl,1.56E+19,722000,loss,1,0,0,157,8,0,0,150,0,0,11.62790698,7,190,51,0,0,8,774,0,324,1,59
mp_kgb,sd_cdl,4.78E+18,795000,win,1,7,1.571428571,157,39,0,11,1025,0,4,72.95373665,7,1309,125,0,2,41,843,0,385,10,164
mp_tank,sd_cdl,1.42E+19,605000,loss,1,1,0.142857143,157,8,0,1,400,0,0,37.55868545,7,349,43,0,1,9,639,0,247,1,51
mp_tank,sd_cdl,1.20E+19,653000,loss,1,6,1.166666667,157,28,2,7,1025,2,1,84.94475138,6,954,104,1,4,28,724,0,352,7,132
mp_tank,control_cdl,1.71E+19,506000,loss,1,8,0.5625,55,43,2,9,1650,0,1,179.6733212,16,1553,172,1,3,43,551,0,363,6,215
mp_raid_rm,sd_cdl,5.55E+18,1012000,win,1,4,0.5,55,26,0,4,450,0,0,25.76335878,8,975,80,0,1,28,1048,0,432,4,106
mp_express_rm,tdm,2.57E+18,600000,loss,1,6,0.285714286,158,49,0,6,1330,0,0,119.2825112,21,1445,189,0,2,49,669,0,539,0,238
mp_kgb,control_cdl,1.02E+19,383000,win,1,7,1.6,56,26,0,8,450,1,1,63.08411215,5,1096,69,0,2,26,428,0,289,7,95
mp_miami,sd_cdl,4.91E+18,768000,win,1,4,0.666666667,56,24,0,4,450,0,0,33.33333333,6,995,99,0,2,26,810,1,451,2,123
mp_moscow,sd_cdl,8.57E+18,737000,loss,1,3,0.444444444,55,12,0,4,250,0,1,18.75,9,461,52,0,1,13,800,0,338,2,64
mp_kgb,control_cdl,1.67E+19,562000,loss,1,8,0.473684211,63,35,0,9,2200,0,1,217.4629325,19,1474,160,0,1,36,607,0,397,9,195
mp_kgb,control_cdl,1.73E+19,1054000,loss,1,18,1.208333333,62,97,2,29,3950,3,11,211.4183764,24,3463,355,2,3,97,1121,0,754,22,452
mp_tank,control_cdl,5.04E+18,391000,loss,1,5,0.357142857,61,31,2,5,1275,1,0,176.2672811,14,1229,99,1,2,32,434,0,261,4,130
mp_black_sea,sd,4.00E+18,889000,loss,1,2,0.222222222,61,13,0,2,100,0,0,6.430868167,9,607,55,0,1,15,933,1,258,1,68
mp_tank,control_cdl,6.46E+18,494000,loss,1,3,0.277777778,59,18,2,5,950,0,2,99.82486865,18,602,91,1,2,18,571,0,342,2,109
mp_raid_rm,control_cdl,1.33E+19,701000,loss,1,11,0.761904762,59,69,0,16,2750,2,5,222.0726783,21,2486,197,0,2,69,743,0,521,10,266
mp_tank,control_cdl,1.49E+19,526000,loss,1,6,0.466666667,58,29,0,7,775,1,1,81.43607706,15,906,96,0,3,29,571,0,383,4,125
mp_moscow,koth_cdl,1.40E+19,591000,loss,1,10,0.541666667,58,64,0,13,1635,2,3,149.7709924,24,2500,335,0,2,64,655,0,480,21,399
mp_kgb,control_cdl,2.24E+18,775000,loss,1,12,0.818181818,58,63,2,18,1975,1,6,143.8106796,22,2518,228,1,2,63,824,0,580,13,291
mp_raid_rm,koth_cdl,1.59E+18,572000,loss,1,17,0.913043478,57,78,2,21,2310,2,4,226.1011419,23,3182,302,2,4,78,613,0,470,22,380
mp_tundra,koth_cdl,9.18E+18,721000,win,1,13,0.806451613,57,84,0,25,2165,1,12,165.9003831,31,3123,338,0,2,84,783,0,587,24,422
mp_miami,sd_cdl,1.26E+18,967000,win,1,12,2.5,56,50,0,15,1775,2,3,105.6547619,6,1985,135,0,4,51,1008,0,550,10,185
mp_kgb,sd_cdl,1.73E+19,846000,loss,1,9,1.25,63,43,2,10,1200,3,1,79.20792079,8,1508,128,1,4,44,909,0,342,8,171
mp_kgb,koth_cdl,6.44E+18,463000,win,1,6,0.818181818,65,31,2,9,1475,0,3,169.2160612,11,988,136,1,3,31,523,0,417,17,167
mp_tank,control_cdl,2.52E+18,617000,win,1,10,0.555555556,65,44,0,10,1550,1,0,139.6396396,18,1317,224,0,3,44,666,0,480,10,268
mp_raid_rm,sd_cdl,7.74E+18,385000,win,1,1,2,64,5,0,2,100,0,1,14.35406699,0,180,10,0,1,5,418,0,256,0,15
mp_tank,sd_cdl,1.17E+19,539000,loss,1,3,0.6,64,19,0,3,175,0,0,18.16608997,5,526,103,0,2,21,578,1,261,3,122
mp_kgb,control_cdl,7.85E+18,1106000,loss,1,16,0.666666667,68,82,2,22,3700,2,6,191.5444349,33,2818,254,1,2,83,1159,0,797,19,336
mp_tank,control_cdl,1.12E+17,975000,loss,1,9,0.5625,67,66,0,18,1925,2,9,110.3151862,32,2130,298,0,1,66,1047,0,713,11,364
mp_tank,control_cdl,6.78E+18,882000,loss,1,13,0.818181818,66,70,2,18,2800,2,5,180.6451613,22,2435,186,1,3,70,930,0,684,13,256
mp_moscow,sd_cdl,1.37E+19,1035000,loss,1,6,1,66,27,0,7,475,0,1,26.48698885,7,1014,74,0,3,27,1076,0,603,2,101
mp_tank,control_cdl,1.44E+19,553000,loss,,4,0.333333333,68,17,0,5,850,0,1,99.02912621,15,643,64,0,2,18,515,0,354,4,81
mp_tank,koth_cdl,3.48E+18,407000,win,1,4,1.142857143,68,29,0,8,1600,1,4,195.1219512,7,847,123,0,1,29,492,0,373,9,152
mp_kgb,sd_cdl,1.61E+19,747000,win,1,4,0.666666667,69,20,2,4,450,0,0,34.30749682,6,690,100,1,2,21,787,0,345,5,120
mp_kgb,sd_cdl,5.68E+18,1035000,loss,1,12,1.5,68,47,2,12,1800,1,0,100.7462687,8,2092,129,1,6,49,1072,0,483,10,176
mp_moscow,koth_cdl,9.84E+18,365000,win,1,6,0.666666667,68,28,2,6,1495,0,0,219.8529412,9,998,113,1,2,28,408,0,327,10,141
mp_kgb,sd_cdl,8.03E+18,850000,win,1,4,0.833333333,71,19,0,5,725,1,1,48.93138358,6,766,82,0,4,20,889,0,360,5,101
mp_kgb,koth_cdl,9.83E+17,571000,loss,1,20,1.210526316,71,95,2,23,2375,0,3,228.7319422,19,3412,344,2,3,95,623,0,485,26,439
mp_moscow,koth_cdl,1.65E+19,585000,loss,1,13,0.909090909,71,67,0,20,2215,2,7,205.0925926,22,2373,353,0,3,67,648,0,488,23,420
mp_moscow,sd_cdl,1.37E+19,825000,win,1,7,1.8,70,34,0,9,1100,2,2,76.38888889,5,1147,100,0,4,34,864,0,496,8,134
mp_raid_rm,sd_cdl,1.15E+19,705000,loss,1,5,0.833333333,70,30,0,5,650,2,0,52.63157895,6,1177,103,0,3,31,741,0,418,0,133
mp_kgb,sd_cdl,1.62E+19,1093000,win,1,8,1.222222222,70,39,0,11,850,2,3,44.97354497,9,1542,92,0,3,41,1134,0,588,9,131
mp_kgb,koth_cdl,1.21E+19,475000,win,1,6,1.166666667,69,50,0,14,1350,3,8,150.5576208,12,1682,206,0,3,50,538,0,424,6,256
mp_tank,sd_cdl,1.84E+19,684000,loss,1,3,0.428571429,69,16,0,3,225,0,0,18.49315068,7,572,64,0,1,16,730,0,392,1,80
mp_tank,control_cdl,1.24E+19,746000,loss,,14,1.538461538,69,73,2,20,2425,4,6,215.8753709,13,2392,259,1,5,75,674,0,497,19,332
mp_tank,sd_cdl,1.15E+19,683000,loss,1,0,0,105,0,0,0,0,0,0,0,1,0,0,0,0,0,73,0,31,0,0
mp_tank,control_cdl,1.83E+19,826000,win,1,8,0.434782609,72,45,0,10,2275,1,2,156.8965517,23,1516,189,0,4,46,870,0,633,10,234
mp_raid_rm,control_cdl,9.14E+18,781000,win,1,29,2,78,117,2,30,6300,6,1,458.1818182,15,4298,321,2,7,117,825,0,613,19,438
mp_tank,control_cdl,4.99E+18,650000,win,1,19,1.785714286,77,92,2,25,3975,1,6,338.2978723,14,3472,284,1,4,94,705,0,523,25,376
mp_miami,sd_cdl,1.07E+19,1069000,win,1,10,1.428571429,77,48,0,10,800,2,0,43.32129964,7,1906,114,0,2,50,1108,0,579,6,162
mp_tank,control_cdl,1.19E+19,476000,loss,1,10,0.75,76,53,0,12,1025,2,2,114.3122677,16,1802,123,0,2,53,538,0,340,7,176
mp_kgb,control_cdl,1.25E+19,947000,win,1,21,1.173913043,76,99,2,27,5300,1,6,314.5400593,23,3407,316,3,6,102,1011,0,665,27,415
mp_raid_rm,control_cdl,4.05E+18,770000,loss,1,7,0.36,75,54,0,9,3375,2,2,249.0774908,25,1863,247,0,2,54,813,0,542,10,301
mp_raid_rm,sd_cdl,1.68E+19,884000,win,1,3,0.5,75,15,0,3,375,1,0,24.35064935,6,573,38,0,2,15,924,0,365,5,53
mp_kgb,control_cdl,1.58E+19,326000,loss,1,7,0.666666667,75,40,2,8,600,2,1,99.17355372,12,1502,131,1,2,40,363,0,212,6,171
mp_moscow,sd_cdl,1.19E+19,703000,win,1,5,1.4,75,33,0,7,400,1,2,32.38866397,5,1299,69,0,2,34,741,0,387,3,102
mp_raid_rm,control_cdl,1.36E+19,781000,win,1,13,0.75,74,69,2,15,2225,6,2,161.2318841,20,2502,261,1,4,69,828,0,587,11,330
mp_raid_rm,control_cdl,2.15E+18,541000,win,1,11,2.5,74,55,2,15,3550,3,4,360.4060914,6,1868,215,1,5,56,591,0,434,15,270
mp_tank,sd_cdl,2.44E+18,945000,loss,1,5,0.75,73,36,0,6,850,1,1,51.30784708,8,1307,119,0,3,37,994,0,568,7,155
mp_raid_rm,control_cdl,1.10E+19,961000,loss,1,11,0.514285714,73,67,0,18,2125,2,7,126.2376238,35,2606,249,0,2,67,1010,0,714,10,316
mp_kgb,koth_cdl,1.72E+19,422000,win,1,6,1.222222222,73,33,0,11,1585,2,5,203.640257,9,1219,108,0,3,33,467,0,383,10,141
mp_kgb,control_cdl,9.82E+18,500000,win,1,11,1.636363636,72,60,0,18,3225,4,7,358.9981447,11,2148,169,0,4,60,539,0,376,16,229
mp_tank,koth_cdl,3.85E+18,695000,loss,1,18,0.851851852,72,94,2,23,2185,3,5,179.0983607,27,3526,320,3,3,95,732,1,560,21,414
mp_kgb,sd_cdl,9.00E+17,609000,win,1,3,1,80,17,0,4,200,0,1,18.63354037,4,746,36,0,1,20,644,0,333,4,53
mp_raid_rm,control_cdl,2.31E+18,784000,loss,1,8,0.4,80,60,0,12,1975,0,4,142.599278,30,2257,291,0,1,61,831,0,518,8,351
mp_miami,sd_cdl,1.18E+19,958000,win,1,2,0.5,80,13,0,3,200,2,1,12.03610832,6,510,45,0,1,14,997,0,561,2,58
mp_raid_rm,sd_cdl,1.56E+19,645000,win,1,2,0.333333333,80,11,0,2,200,0,0,17.59530792,6,379,39,0,1,11,682,0,233,1,50
mp_kgb,control_cdl,1.26E+19,526000,loss,1,9,0.8,79,51,2,12,1725,1,3,177.2260274,15,1841,131,1,3,52,584,0,398,9,182
mp_tank,sd_cdl,1.62E+19,927000,loss,1,4,0.857142857,79,26,0,6,700,1,2,43.20987654,7,980,83,0,4,28,972,0,398,3,109
mp_kgb,koth_cdl,1.21E+19,500000,win,1,15,1.666666667,79,74,2,20,2285,3,5,248.8203267,12,2721,256,3,4,74,551,0,441,25,330
mp_tank,koth_cdl,6.35E+18,749000,loss,1,7,0.323529412,78,54,0,11,1190,1,4,88.69565217,34,1967,221,0,1,54,805,0,607,18,275
mp_tank,sd_cdl,1.73E+19,905000,win,1,3,0.444444444,78,20,0,4,325,1,1,20.61310782,9,761,83,0,1,21,946,0,394,4,103
mp_kgb,control_cdl,1.64E+19,646000,win,1,5,0.470588235,78,30,0,8,2725,2,3,235.5907781,17,1109,150,0,2,30,694,0,470,9,180
mp_sm_central,dom,7.69E+18,275000,loss,1,17,0.944444444,85,107,2,17,3175,3,0,597.1786834,18,2760,308,2,3,107,319,0,231,15,415
mp_sm_berlin_tunnel,tdm,1.29E+19,332000,loss,1,14,1.142857143,85,92,0,16,2050,2,2,328.8770053,14,2831,293,0,3,93,374,0,297,0,385
mp_sm_berlin_tunnel,conf,1.40E+19,360000,win,1,15,0.75,85,92,2,18,2365,0,3,349.5073892,24,3178,290,3,2,92,406,0,303,10,382
mp_apocalypse,dom,1.26E+19,641000,win,1,7,0.346153846,85,55,0,9,1870,1,2,157.8059072,26,2034,284,0,1,55,711,0,548,5,339
mp_sm_central,dom,7.26E+18,361000,loss,1,17,1,84,112,2,25,3875,4,8,565.6934307,25,3286,415,1,2,113,411,0,302,24,527
mp_tank,dm,1.62E+19,549000,loss,1,14,1.055555556,84,92,2,19,2400,3,0,271.6981132,18,2884,323,1,2,93,530,0,444,0,415
mp_apocalypse,koth,1.37E+19,599000,win,1,5,0.285714286,84,44,0,6,980,1,1,87.63040238,21,1205,306,0,2,44,671,0,544,7,350
mp_apocalypse,koth,6.02E+18,428000,loss,,3,0.6,83,17,3,3,450,0,0,160.7142857,5,679,81,1,3,18,168,0,119,5,98
mp_apocalypse,conf,9.02E+18,534000,loss,1,19,1,83,99,2,22,4260,2,3,426.7111853,22,3406,417,2,4,99,599,0,484,31,516
mp_sm_finance,conf,7.20E+18,360000,loss,1,15,0.833333333,83,109,3,20,3175,5,6,455.7416268,24,3240,372,2,3,109,418,1,307,22,481
mp_mall,koth,3.47E+18,585000,win,1,15,0.916666667,83,134,2,22,2320,3,7,211.550152,24,3384,446,1,2,134,658,1,526,16,580
mp_sm_finance,dom,6.09E+18,305000,loss,1,15,0.62962963,82,103,0,17,2825,3,2,466.9421488,27,2866,363,0,2,103,363,0,250,16,466
mp_cartel,war12v12,8.12E+18,1028000,win,1,23,1.161290323,82,108,2,36,6315,2,13,345.7116788,31,4400,487,1,3,108,1096,1,898,25,595
mp_sm_central,dom,7.65E+18,311000,loss,1,17,1.333333333,81,84,2,20,4275,1,3,724.5762712,15,2632,291,3,4,84,354,0,261,17,375
mp_apocalypse,dm,1.40E+18,467000,win,1,17,1.1875,81,101,0,19,3775,7,0,440.6614786,16,3073,437,0,5,101,514,0,428,0,538
mp_cartel,dom10v10,7.66E+18,666000,loss,1,9,0.565217391,81,30,0,13,825,5,4,67.25543478,23,1943,151,0,2,30,736,0,580,3,181
mp_tank,control_cdl,4.65E+17,321000,win,1,1,0.6,89,7,0,3,550,2,2,94.28571429,5,273,29,0,1,7,350,0,223,2,36
mp_apocalypse,koth,5.18E+17,501000,loss,1,9,0.44,89,68,2,11,1295,2,2,134.6620451,25,1974,261,1,2,68,577,1,435,11,329
mp_sm_berlin_tunnel,conf,2.06E+18,360000,win,1,8,1.333333333,89,64,2,12,1330,0,4,195.5882353,9,1790,242,1,3,64,408,0,337,10,306
mp_nuketown6,conf,1.62E+19,422000,win,1,11,0.678571429,89,60,2,19,2490,1,8,310.6029106,28,2029,271,1,2,60,481,0,353,23,331
mp_raid_rm,conf,3.33E+18,446000,win,1,16,1,88,74,2,16,3115,4,0,375.3012048,16,2596,240,1,3,74,498,0,409,25,314
mp_tank,tdm,6.17E+18,509000,loss,1,12,0.5,88,66,0,12,1705,1,0,174.8717949,24,2379,324,0,2,66,585,0,452,0,390
mp_apocalypse,koth,2.81E+18,713000,loss,1,15,0.566666667,88,83,2,17,2415,1,3,185.53137,30,2652,413,1,2,83,781,0,637,13,496
mp_tundra,war12v12,1.12E+19,387000,loss,,0,0,88,,0,0,0,0,0,0,0,0,,0,0,0,177,0,124,0,
mp_black_sea,control,5.73E+18,1154000,win,1,15,0.76,88,94,0,19,4285,2,4,214.4286906,25,2976,294,0,3,95,1199,0,835,20,388
mp_sm_game_show,conf,1.66E+19,324000,loss,1,6,0.380952381,87,26,0,8,1070,0,2,163.7755102,21,1312,143,0,1,26,392,0,263,9,169
mp_tank,dom,1.01E+19,736000,loss,1,17,0.827586207,87,106,0,24,3210,1,7,238.66171,29,3580,355,0,3,106,807,0,622,18,461
mp_sm_finance,conf,7.72E+18,360000,win,1,10,0.636363636,86,66,2,14,2310,0,4,337.2262774,22,1898,278,1,2,66,411,0,292,15,344
mp_express_rm,dom,2.47E+18,650000,win,1,19,1.111111111,86,82,2,20,3190,3,1,269.5774648,18,2787,347,1,4,82,710,0,559,9,429
mp_kgb,tdm,1.77E+19,559000,loss,1,18,1.25,86,83,2,20,4020,3,2,386.5384615,16,2852,334,2,3,83,624,0,514,0,417
mp_miami,sd_cdl,1.67E+19,647000,loss,1,2,0.5,92,19,0,3,200,0,1,17.24137931,6,649,72,0,1,20,696,0,341,0,91
mp_moscow,koth_cdl,2.55E+18,500000,win,1,7,0.529411765,92,40,0,9,965,1,2,104.7016275,17,1088,211,0,1,40,553,0,424,14,251
mp_raid_rm,sd_cdl,8.91E+18,601000,loss,1,2,0.333333333,91,14,0,2,100,0,0,9.259259259,6,604,66,0,1,16,648,0,334,0,80
mp_kgb,koth_cdl,1.68E+19,578000,win,1,12,1.1875,91,73,0,19,2245,4,7,215.52,16,2178,299,0,3,73,625,0,506,23,372
mp_kgb,sd_cdl,1.39E+18,837000,win,1,2,0.285714286,91,12,0,2,200,0,0,13.40782123,7,521,53,0,1,14,895,0,371,2,65
mp_moscow,sd_cdl,1.37E+19,829000,loss,1,5,0.714285714,90,31,0,5,950,0,0,65.59263521,7,1198,129,0,3,33,869,0,476,3,160
mp_kgb,koth_cdl,5.07E+18,664000,win,1,14,0.68,90,81,2,17,2365,2,3,200.4237288,25,2767,405,1,3,81,708,0,557,21,486
mp_moscow,sd_cdl,1.11E+19,667000,loss,1,6,1.2,89,27,0,6,750,0,0,62.32686981,5,1061,71,0,3,28,722,0,387,3,98
mp_raid_rm,sd_cdl,1.58E+19,904000,loss,1,8,0.888888889,94,43,0,8,1000,0,0,61.98347107,9,1275,185,0,4,43,968,0,349,5,228
mp_kgb,sd_cdl,1.11E+19,546000,win,1,4,1.666666667,94,26,0,5,400,0,1,41.02564103,3,830,119,0,3,28,585,0,330,4,145
mp_tank,koth_cdl,1.62E+19,592000,loss,1,14,1,93,124,2,21,2260,3,8,209.9071207,21,3144,476,1,4,124,646,0,504,18,600
mp_tank,control_cdl,7.29E+17,494000,loss,1,15,1,93,71,2,15,3050,2,0,338.8888889,15,2652,161,1,4,72,540,0,366,13,232
mp_raid_rm,koth_cdl,1.35E+19,719000,win,1,23,1.36,93,137,2,34,2720,1,11,213.8925295,25,4439,550,3,3,137,763,0,607,34,687
mp_miami,sd_cdl,1.77E+19,568000,win,1,1,1,92,12,0,3,150,0,2,14.70588235,3,469,48,0,1,13,612,0,351,3,60
mp_tank,control_cdl,1.24E+19,829000,loss,,9,0.846153846,92,49,0,11,1300,0,2,144.9814126,13,1763,154,0,3,49,538,0,423,7,203
mp_kgb,koth_cdl,3.73E+17,572000,loss,1,9,0.625,92,46,2,15,1445,2,6,131.9634703,24,1537,170,1,2,47,657,0,472,18,216
mp_tundra,koth_cdl,3.72E+18,644000,loss,1,14,0.625,96,79,0,20,2075,2,6,176.096181,32,2269,387,0,3,80,707,0,511,19,466
mp_raid_rm,sd_cdl,4.27E+18,862000,win,,6,0.777777778,96,33,0,7,600,1,1,41.09589041,9,1106,188,0,1,34,876,0,359,2,221
mp_raid_rm,control_cdl,5.40E+18,690000,loss,1,11,0.583333333,96,69,2,14,1100,2,3,89.06882591,24,2251,267,1,2,69,741,0,456,6,336
mp_kgb,koth_cdl,1.12E+19,525000,win,1,15,1.052631579,96,85,2,20,2185,1,5,221.079258,19,2416,272,2,4,85,593,0,443,19,357
mp_kgb,control_cdl,1.12E+19,863000,win,1,16,1.25,95,72,2,20,3725,2,4,243.9956332,16,2653,316,2,3,73,916,0,694,16,388
mp_tank,control_cdl,1.09E+18,847000,loss,1,10,0.52,95,76,0,13,2475,2,3,163.9072848,25,2347,281,0,2,76,906,0,618,9,357
mp_tundra,koth_cdl,2.12E+18,594000,loss,1,13,0.774193548,95,90,3,24,1780,3,11,160.11994,31,3002,363,1,4,90,667,0,462,24,453
mp_tank,control_cdl,9.46E+18,503000,win,1,3,0.5,94,23,0,4,950,0,1,105.9479554,8,680,170,0,2,24,538,0,395,3,193
mp_moscow,sd_cdl,1.45E+19,572000,loss,1,5,1,94,38,0,6,375,1,1,35.32182104,6,1191,127,0,2,40,637,0,294,2,165
mp_raid_rm,control_cdl,1.33E+18,629000,loss,1,14,0.714285714,98,81,2,15,2175,0,1,194.1964286,21,2750,281,1,2,82,672,0,477,6,362
mp_raid_rm,sd_cdl,1.03E+19,492000,loss,1,0,0,98,3,0,0,0,0,0,0,6,133,33,0,0,4,525,0,229,0,36
mp_tank,control_cdl,6.44E+18,496000,loss,,0,0,98,,0,0,0,0,0,0,0,0,,0,0,0,30,0,3,0,
mp_moscow,sd_cdl,1.52E+19,615000,loss,1,1,0.333333333,98,13,0,1,150,0,0,13.19648094,3,246,37,0,1,15,682,0,95,0,50
mp_raid_rm,control_cdl,1.51E+19,751000,win,1,11,1.230769231,98,55,0,16,3275,1,5,241.4004914,13,2014,223,0,4,55,814,0,586,10,278
mp_tank,sd_cdl,1.13E+19,921000,loss,1,5,0.75,97,31,2,6,575,1,1,35.38461538,8,1189,142,1,3,35,975,0,386,3,173
mp_kgb,sd_cdl,9.65E+18,759000,loss,1,9,1.571428571,97,46,2,11,1400,3,2,104.607721,7,1980,175,1,5,46,803,0,337,11,221
mp_raid_rm,control_cdl,1.38E+19,574000,win,1,13,2.111111111,97,60,0,19,2125,2,6,207.9934747,9,2170,187,0,3,60,613,0,464,12,247
mp_kgb,sd_cdl,1.28E+19,703000,loss,1,2,0.444444444,96,18,0,4,175,0,2,13.90728477,9,789,73,0,1,21,755,0,290,4,91
mp_raid_rm,control_cdl,1.20E+19,737000,loss,,8,0.5,101,45,2,9,1925,0,1,152.9801325,18,1515,184,1,2,46,755,0,526,8,229
mp_tank,sd_cdl,1.18E+19,537000,loss,1,3,0.428571429,101,18,0,3,400,2,0,41.16638079,7,528,81,0,1,20,583,0,175,3,99
mp_miami,sd_cdl,2.34E+18,1210000,loss,1,2,0.571428571,101,11,0,4,200,0,2,9.554140127,7,699,51,0,0,13,1256,0,658,5,62
mp_tundra,koth_cdl,9.07E+18,413000,loss,,7,0.533333333,101,40,2,8,1275,0,1,209.5890411,15,1373,156,2,3,40,365,0,272,11,196
mp_kgb,sd_cdl,1.67E+19,806000,loss,1,5,0.5,101,30,0,5,250,2,0,17.6056338,10,945,128,0,1,32,852,0,238,1,158
mp_moscow,sd_cdl,1.52E+19,810000,win,1,1,0.25,100,11,0,1,100,1,0,7.033997655,4,477,26,0,1,11,853,0,311,0,37
mp_kgb,control_cdl,1.79E+19,1090000,win,1,12,0.53125,100,84,0,17,3550,2,5,185.7018309,32,2201,289,0,3,84,1147,0,761,10,373
mp_raid_rm,sd_cdl,1.49E+19,549000,loss,1,0,0.25,100,6,0,2,150,0,2,14.63414634,8,139,63,0,0,6,615,0,182,2,69
mp_kgb,koth_cdl,1.08E+19,752000,win,1,13,0.6,100,77,0,18,2445,2,5,183.375,30,2234,454,0,2,77,800,0,627,24,531
mp_miami,sd_cdl,4.74E+18,1144000,win,1,7,1.142857143,99,39,0,8,1300,4,1,65.27196653,7,1464,159,0,3,41,1195,0,734,10,198
mp_raid_rm,sd_cdl,9.22E+18,614000,loss,1,1,0.142857143,99,11,0,1,300,1,0,27.60736196,7,513,63,0,1,12,652,0,198,1,74
mp_tank,sd_cdl,8.44E+18,713000,loss,1,0,0,98,12,0,0,0,0,0,0,6,421,47,0,0,13,760,0,309,0,59
